,seconds_since_previous_pull,HH_ID,roll_ID,roll_type,starting_time,elapsed_time,total_sheets_used,number_pulled,max_min_pull_diff,multiple_pull_flag,average_time_between_pulls,label
0,645,A,1200,Small,2019-10-31 17:11:54,0,4.481800168,1,0,FALSE,0,pee & hand washing
0,681,A,1200,Small,2019-10-31 17:23:15,0,5.986908432,1,0,FALSE,0,pee & hand washing
0,325,A,1200,Small,2019-10-31 17:28:40,281,16.44262778,4,3.873682423,TRUE,93.66666667,object cleaning
0,12359,A,1200,Small,2019-10-31 20:59:20,33,13.95813987,4,6.503916019,TRUE,11,poo
0,335,A,1200,Small,2019-10-31 21:05:28,0,3.432836883,1,0,FALSE,0,pee & hand washing
0,472,A,1200,Small,2019-10-31 21:13:20,161,8.600784657,2,3.672860914,TRUE,161,object cleaning
0,12816,A,1200,Small,2019-11-01 0:49:37,0,3.081284292,1,0,FALSE,0,pee & hand washing
0,1344,A,1200,Small,2019-11-01 1:12:01,2,6.968281785,2,6.968281785,TRUE,2,poo
0,32824,A,1200,Small,2019-11-01 10:19:07,0,2.323894501,1,0,FALSE,0,pee & hand washing
0,2416,A,1200,Small,2019-11-01 10:59:23,0,2.196141304,1,0,FALSE,0,pee & hand washing
0,747,A,1200,Small,2019-11-01 11:11:50,0,2.396496171,1,0,FALSE,0,pee & hand washing
0,373,A,1200,Small,2019-11-01 11:18:03,135,21.56081261,4,8.519421102,TRUE,45,object cleaning
0,1159,A,1200,Small,2019-11-01 11:39:37,27,17.84987596,3,2.105639441,TRUE,13.5,object cleaning
0,2107,A,1200,Small,2019-11-01 12:15:11,55,13.85882883,5,3.690403348,TRUE,13.75,object cleaning
0,9960,A,1200,Small,2019-11-01 15:02:06,0,2.464496125,1,0,FALSE,0,pee & hand washing
0,656,A,1200,Small,2019-11-01 15:13:02,0,3.34177733,1,0,FALSE,0,pee & hand washing
0,10247,A,1200,Small,2019-11-01 18:03:49,71,4.887605843,2,4.566601112,TRUE,71,poo
0,14985,A,1200,Small,2019-11-01 22:14:45,0,1.675207492,1,0,FALSE,0,pee & hand washing
0,2000,A,1200,Small,2019-11-01 22:48:05,0,3.295263457,1,0,FALSE,0,pee & hand washing
0,31997,A,1200,Small,2019-11-02 7:41:22,0,1.849991809,1,0,FALSE,0,pee & hand washing
0,5636,A,1200,Small,2019-11-02 9:15:18,0,3.627948971,1,0,FALSE,0,pee & hand washing
0,323,A,1200,Small,2019-11-02 9:20:41,4,4.183441901,3,3.067570606,TRUE,2,poo
0,13825,A,1200,Small,2019-11-02 13:11:10,0,3.838325656,1,0,FALSE,0,pee & hand washing
0,1508,A,1200,Small,2019-11-02 13:36:18,0,2.011153073,1,0,FALSE,0,pee & hand washing
0,71144,A,1200,Small,2019-11-03 9:22:02,0,2.984455795,1,0,FALSE,0,pee & hand washing
0,8029,A,1200,Small,2019-11-03 11:35:51,0,2.577843139,1,0,FALSE,0,pee & hand washing
0,10433,A,1202,Small,2019-10-07 15:44:44,230,4.883042912,3,1.887458836,TRUE,115,pee & hand washing
0,16018,A,1202,Small,2019-10-07 20:15:32,1,11.18668661,2,10.26309187,TRUE,1,poo
0,691,A,1202,Small,2019-10-07 20:27:04,0,8.702865681,1,0,FALSE,0,poo
0,15798,A,1202,Small,2019-10-08 0:50:22,0,3.021538309,1,0,FALSE,0,pee & hand washing
0,16043,A,1202,Small,2019-10-08 5:17:45,6,8.964566804,3,6.882380808,TRUE,3,poo
0,11001,A,1202,Small,2019-10-08 8:21:12,45,5.599938308,2,2.345487806,TRUE,45,pee & hand washing
0,12102,A,1202,Small,2019-10-08 11:43:39,166,9.007512627,3,2.873925642,TRUE,83,object cleaning
0,8829,A,1202,Small,2019-10-08 14:13:34,26,15.58671444,3,1.953640751,TRUE,13,poo
0,441,A,1202,Small,2019-10-08 14:21:21,49,10.19630208,6,4.992179152,TRUE,9.8,object cleaning
0,9864,A,1202,Small,2019-10-08 17:06:34,21,8.22269339,2,0.6354727346,TRUE,21,poo
0,14258,A,1202,Small,2019-10-08 21:04:33,247,11.97833562,3,3.338649583,TRUE,123.5,object cleaning
0,498,A,1202,Small,2019-10-08 21:16:58,0,3.616191658,1,0,FALSE,0,pee & hand washing
0,18266,A,1202,Small,2019-10-09 2:21:24,0,2.818365751,1,0,FALSE,0,pee & hand washing
0,33522,A,1202,Small,2019-10-09 11:40:06,0,8.084160339,1,0,FALSE,0,poo
0,1724,A,1202,Small,2019-10-09 12:08:50,0,2.987538954,1,0,FALSE,0,pee & hand washing
0,3661,A,1202,Small,2019-10-09 13:09:51,0,4.313786105,1,0,FALSE,0,pee & hand washing
0,4471,A,1202,Small,2019-10-09 14:24:22,0,3.535594642,1,0,FALSE,0,pee & hand washing
0,4938,A,1202,Small,2019-10-09 15:46:40,0,6.847098083,1,0,FALSE,0,pee & hand washing
0,2946,A,1202,Small,2019-10-09 16:35:46,0,2.842469177,1,0,FALSE,0,pee & hand washing
0,10164,A,1202,Small,2019-10-09 19:25:10,0,3.985728231,1,0,FALSE,0,pee & hand washing
0,4644,A,1202,Small,2019-10-09 20:42:34,0,4.28265463,1,0,FALSE,0,pee & hand washing
0,1974,A,1202,Small,2019-10-09 21:15:28,6,6.935991171,2,0.3797995936,TRUE,6,poo
0,10881,A,1202,Small,2019-10-10 0:16:55,61,11.57570145,5,3.360118657,TRUE,15.25,poo
0,3674,A,1202,Small,2019-10-10 1:19:10,30,4.607878222,3,1.724605837,TRUE,15,pee & hand washing
0,18714,A,1202,Small,2019-10-10 6:31:34,0,6.715502034,1,0,FALSE,0,pee & hand washing
0,321,A,1202,Small,2019-10-10 6:36:55,6,9.956288625,4,8.558473468,TRUE,2,poo
0,16175,A,1202,Small,2019-10-10 11:06:36,0,8.439591453,1,0,FALSE,0,pee & hand washing
0,565,A,1202,Small,2019-10-10 11:16:01,294,4.670725615,2,2.172872027,TRUE,294,pee & hand washing
0,479,A,1202,Small,2019-10-10 11:28:54,0,2.344463059,1,0,FALSE,0,pee & hand washing
0,21343,A,1202,Small,2019-10-10 17:24:37,12,13.69356568,2,2.038398766,TRUE,12,poo
0,5750,A,1202,Small,2019-10-10 19:00:39,0,5.81425221,1,0,FALSE,0,pee & hand washing
0,3621,A,1202,Small,2019-10-10 20:01:00,0,6.916183549,1,0,FALSE,0,pee & hand washing
0,2044,A,1202,Small,2019-10-10 20:35:04,0,7.620598441,1,0,FALSE,0,pee & hand washing
0,31866,A,1202,Small,2019-10-11 5:26:10,12,9.669186601,3,3.417189016,TRUE,6,poo
0,3184,A,1202,Small,2019-10-11 6:19:26,0,7.898558627,1,0,FALSE,0,pee & hand washing
0,40090,A,1202,Small,2019-10-11 18:08:13,2,6.175378227,2,6.175378227,TRUE,2,pee & hand washing
0,34871,A,1203,Small,2019-10-12 6:17:41,4,10.76515861,2,2.387524609,TRUE,4,poo
0,16056,A,1203,Small,2019-10-12 10:45:21,0,6.149794614,1,0,FALSE,0,pee & hand washing
0,5865,A,1203,Small,2019-10-12 12:23:06,0,3.961599296,1,0,FALSE,0,pee & hand washing
0,2678,A,1203,Small,2019-10-12 13:07:44,0,5.889561029,1,0,FALSE,0,pee & hand washing
0,8840,A,1203,Small,2019-10-12 15:35:04,2,5.979712807,2,5.979712807,TRUE,2,poo
0,17140,A,1203,Small,2019-10-12 20:20:46,0,5.324714097,1,0,FALSE,0,pee & hand washing
0,593,A,1203,Small,2019-10-12 20:30:39,0,4.979289453,1,0,FALSE,0,pee & hand washing
0,4609,A,1203,Small,2019-10-12 21:47:28,467,19.61893954,5,7.189587235,TRUE,116.75,object cleaning
0,30779,A,1203,Small,2019-10-13 6:28:14,0,6.774654242,1,0,FALSE,0,pee & hand washing
0,4562,A,1203,Small,2019-10-13 7:44:16,0,4.234314215,1,0,FALSE,0,pee & hand washing
0,2184,A,1203,Small,2019-10-13 8:20:40,12,9.948849724,3,5.674657912,TRUE,6,poo
0,5334,A,1203,Small,2019-10-13 9:49:46,0,4.099916238,1,0,FALSE,0,pee & hand washing
0,1454,A,1203,Small,2019-10-13 10:14:00,0,2.623847025,1,0,FALSE,0,pee & hand washing
0,5977,A,1203,Small,2019-10-13 11:53:37,2,5.197669989,2,3.629864902,TRUE,2,pee & hand washing
0,2491,A,1203,Small,2019-10-13 12:35:10,0,5.258390944,1,0,FALSE,0,pee & hand washing
0,7120,A,1203,Small,2019-10-13 14:33:50,0,6.192499234,1,0,FALSE,0,pee & hand washing
0,7980,A,1203,Small,2019-10-13 16:46:50,0,7.446336557,1,0,FALSE,0,pee & hand washing
0,19986,A,1203,Small,2019-10-13 22:19:56,99,9.455879611,2,2.242154937,TRUE,99,object cleaning
0,2664,A,1203,Small,2019-10-13 23:05:59,0,2.621187578,1,0,FALSE,0,pee & hand washing
0,5977,A,1203,Small,2019-10-14 0:45:36,7,8.562157662,3,6.238455002,TRUE,3.5,poo
0,28728,A,1203,Small,2019-10-14 8:44:31,0,2.077075536,1,0,FALSE,0,pee & hand washing
0,6170,A,1203,Small,2019-10-14 10:27:21,312,14.93422751,4,5.926738321,TRUE,104,object cleaning
0,945,A,1203,Small,2019-10-14 10:48:18,0,2.724854356,1,0,FALSE,0,pee & hand washing
0,11510,A,1203,Small,2019-10-14 14:00:08,2,6.970816586,2,6.970816586,TRUE,2,pee & hand washing
0,20237,A,1203,Small,2019-10-14 19:37:27,3,9.769348377,2,2.373485103,TRUE,3,poo
0,1836,A,1203,Small,2019-10-14 20:08:06,0,1.322086983,1,0,FALSE,0,pee & hand washing
0,2794,A,1203,Small,2019-10-14 20:54:40,0,6.01064601,1,0,FALSE,0,pee & hand washing
0,8534,A,1203,Small,2019-10-14 23:16:54,0,6.053341711,1,0,FALSE,0,pee & hand washing
0,25486,A,1203,Small,2019-10-15 6:21:40,130,8.224012846,2,0.9621970483,TRUE,130,object cleaning
0,1976,A,1203,Small,2019-10-15 6:56:46,1,3.675271069,2,3.489881734,TRUE,1,pee & hand washing
0,80022,A,1203,Small,2019-10-16 5:10:29,0,2.083078838,1,0,FALSE,0,pee & hand washing
0,479,A,1203,Small,2019-10-16 5:18:28,0,3.570220541,1,0,FALSE,0,pee & hand washing
0,3791,A,1203,Small,2019-10-16 6:21:39,0,2.98224557,1,0,FALSE,0,pee & hand washing
0,6373,A,1203,Small,2019-10-16 8:07:52,3,3.532143977,2,2.142741034,TRUE,3,pee & hand washing
0,12719,A,1203,Small,2019-10-16 11:39:54,34,8.887958852,3,3.91174364,TRUE,17,poo
0,22620,A,1203,Small,2019-10-16 17:57:28,255,19.67801148,5,3.067987059,TRUE,63.75,object cleaning
0,9075,A,1203,Small,2019-10-16 20:32:58,2,4.861702629,2,4.190712396,TRUE,2,pee & hand washing
0,31949,A,1203,Small,2019-10-17 5:25:29,0,4.395086194,1,0,FALSE,0,pee & hand washing
0,18618,A,1203,Small,2019-10-17 10:35:47,8,6.031459087,2,0.5871833386,TRUE,8,poo
0,13368,A,1203,Small,2019-10-17 14:18:43,1,2.89770615,2,2.89770615,TRUE,1,pee & hand washing
0,7880,A,1204,Small,2019-10-23 19:54:50,212,5.916757361,2,0.6376987224,TRUE,212,object cleaning
0,550,A,1204,Small,2019-10-23 20:07:32,1,10.74171408,2,4.645278467,TRUE,1,pee & hand washing
0,1153,A,1204,Small,2019-10-23 20:26:46,0,1.972399774,1,0,FALSE,0,pee & hand washing
0,29182,A,1204,Small,2019-10-24 4:33:08,39,16.70117565,2,1.958960059,TRUE,39,object cleaning
0,23107,A,1204,Small,2019-10-24 10:58:54,41,15.91533084,7,5.786286438,TRUE,6.833333333,poo
0,2212,A,1204,Small,2019-10-24 11:36:27,0,3.127431074,1,0,FALSE,0,pee & hand washing
0,5858,A,1204,Small,2019-10-24 13:14:05,2,3.107254703,2,2.262197745,TRUE,2,pee & hand washing
0,8641,A,1204,Small,2019-10-24 20:21:03,0,7.825335185,1,0,FALSE,0,pee & hand washing
0,653,A,1204,Small,2019-10-24 20:31:56,105,11.76293994,2,0.7439666682,TRUE,105,object cleaning
0,447,A,1204,Small,2019-10-24 20:41:08,2,9.346876519,2,5.640808298,TRUE,2,poo
0,391,A,1204,Small,2019-10-24 20:47:41,0,7.460142949,1,0,FALSE,0,pee & hand washing
0,19420,A,1204,Small,2019-10-25 2:11:21,4,1.274947394,3,0.8904372014,TRUE,2,pee & hand washing
0,11524,A,1204,Small,2019-10-25 5:23:29,87,4.263528516,2,4.011357059,TRUE,87,pee & hand washing
0,3032,A,1204,Small,2019-10-25 6:15:28,2,7.161857894,2,4.221341558,TRUE,2,pee & hand washing
0,24773,A,1204,Small,2019-10-25 13:08:23,44,14.02042833,4,4.903178425,TRUE,14.66666667,poo
0,10237,A,1204,Small,2019-10-25 15:59:44,0,3.503062411,1,0,FALSE,0,pee & hand washing
0,15670,A,1204,Small,2019-10-25 20:20:54,0,4.841257058,1,0,FALSE,0,pee & hand washing
0,1575,A,1204,Small,2019-10-25 20:47:09,0,3.413019101,1,0,FALSE,0,pee & hand washing
0,937,A,1204,Small,2019-10-25 21:02:46,0,3.599200484,1,0,FALSE,0,pee & hand washing
0,41715,A,1204,Small,2019-10-26 8:38:01,0,6.633445567,1,0,FALSE,0,pee & hand washing
0,16368,A,1204,Small,2019-10-26 13:10:49,0,2.936089456,1,0,FALSE,0,pee & hand washing
0,1053,A,1204,Small,2019-10-26 13:28:22,0,7.049171023,1,0,FALSE,0,poo
0,64970,A,1204,Small,2019-10-27 7:31:12,2,5.941787641,2,5.730969408,TRUE,2,pee & hand washing
0,17203,A,1204,Small,2019-10-27 12:17:57,0,3.885947236,1,0,FALSE,0,pee & hand washing
0,7168,A,1204,Small,2019-10-27 14:17:25,1,4.424315014,2,4.225002315,TRUE,1,pee & hand washing
0,3425,A,1204,Small,2019-10-27 15:14:31,0,3.65797917,1,0,FALSE,0,pee & hand washing
0,491,A,1204,Small,2019-10-27 15:22:42,1,3.6974399,2,2.344271217,TRUE,1,pee & hand washing
0,854,A,1204,Small,2019-10-27 15:36:57,62,17.13179715,3,7.910553411,TRUE,31,poo
0,7751,A,1204,Small,2019-10-27 17:47:10,0,5.788798217,1,0,FALSE,0,pee & hand washing
0,3611,A,1204,Small,2019-10-27 18:47:21,0,5.683856158,1,0,FALSE,0,pee & hand washing
0,4872,A,1204,Small,2019-10-27 20:08:33,0,5.570410008,1,0,FALSE,0,pee & hand washing
0,2476,A,1204,Small,2019-10-27 20:49:49,13,8.693891005,2,2.355485359,TRUE,13,poo
0,1279,A,1204,Small,2019-10-27 21:11:21,126,10.23896999,3,3.121863718,TRUE,63,object cleaning
0,65533,A,1204,Small,2019-10-28 15:25:40,86,2.499922161,3,1.905035283,TRUE,43,pee & hand washing
0,6266,A,1207,Small,2019-09-28 16:08:03,325,13.6558504,6,4.320797148,TRUE,65,object cleaning
0,2692,A,1207,Small,2019-09-28 16:58:20,0,2.506606969,1,0,FALSE,0,pee & hand washing
0,10814,A,1207,Small,2019-09-28 19:58:34,0,6.992617081,1,0,FALSE,0,pee & hand washing
0,651,A,1207,Small,2019-09-28 20:09:25,2,7.3657468,2,7.3657468,TRUE,2,pee & hand washing
0,3981,A,1207,Small,2019-09-28 21:15:48,6,8.328718889,2,0.7884213007,TRUE,6,poo
0,1301,A,1207,Small,2019-09-28 21:37:35,69,2.549527696,2,2.549527696,TRUE,69,object cleaning
0,383,A,1207,Small,2019-09-28 21:45:07,0,3.875974778,1,0,FALSE,0,pee & hand washing
0,447,A,1207,Small,2019-09-28 21:52:34,92,14.50058278,6,4.437261747,TRUE,18.4,object cleaning
0,566,A,1207,Small,2019-09-28 22:03:32,3,6.172755907,2,5.601964366,TRUE,3,poo
0,413,A,1207,Small,2019-09-28 22:10:28,113,7.502229527,3,2.383489501,TRUE,56.5,object cleaning
0,15760,A,1207,Small,2019-09-29 2:35:01,2,5.167997134,2,1.803276762,TRUE,2,poo
0,1134,A,1207,Small,2019-09-29 2:53:57,2,3.32169968,2,2.769917283,TRUE,2,pee & hand washing
0,4197,A,1207,Small,2019-09-29 4:03:56,71,12.24252094,3,0.2333290604,TRUE,35.5,poo
0,14663,A,1207,Small,2019-09-29 8:09:30,0,5.332734953,1,0,FALSE,0,pee & hand washing
0,3834,A,1207,Small,2019-09-29 9:13:24,5,7.4860304,3,7.356109494,TRUE,2.5,pee & hand washing
0,1112,A,1207,Small,2019-09-29 9:32:01,2,1.167412255,2,0.6491459779,TRUE,2,pee & hand washing
0,6550,A,1207,Small,2019-09-29 11:21:13,0,6.67893345,1,0,FALSE,0,pee & hand washing
0,11375,A,1207,Small,2019-09-29 14:30:48,72,4.557845244,3,1.001057158,TRUE,36,object cleaning
0,2438,A,1207,Small,2019-09-29 15:12:38,23,5.000908682,2,0.4835829282,TRUE,23,object cleaning
0,4582,A,1207,Small,2019-09-29 16:29:23,0,2.722069434,1,0,FALSE,0,pee & hand washing
0,10611,A,1207,Small,2019-09-29 19:26:14,0,6.589148764,1,0,FALSE,0,pee & hand washing
0,5885,A,1207,Small,2019-09-29 21:04:19,127,8.124530088,2,2.671670193,TRUE,127,object cleaning
0,2406,A,1207,Small,2019-09-29 21:46:32,179,7.470531859,2,0.8917962713,TRUE,179,object cleaning
0,1474,A,1207,Small,2019-09-29 22:14:05,0,6.622681891,1,0,FALSE,0,pee & hand washing
0,39710,A,1207,Small,2019-09-30 9:15:55,80,14.01167495,4,5.495122138,TRUE,26.66666667,object cleaning
0,12646,A,1207,Small,2019-09-30 14:00:12,131,7.632977323,3,1.439251754,TRUE,65.5,poo
0,4246,A,1207,Small,2019-09-30 15:13:09,0,3.632416709,1,0,FALSE,0,pee & hand washing
0,10181,A,1207,Small,2019-09-30 18:02:50,0,1.643525172,1,0,FALSE,0,pee & hand washing
0,10266,A,1207,Small,2019-09-30 20:53:56,0,3.759778134,1,0,FALSE,0,pee & hand washing
0,6313,A,1207,Small,2019-09-30 22:39:09,0,3.106146582,1,0,FALSE,0,pee & hand washing
0,15921,A,1207,Small,2019-10-01 3:04:30,0,2.967804959,1,0,FALSE,0,pee & hand washing
0,7742,A,1207,Small,2019-10-01 5:13:32,5,8.110257883,3,4.188468158,TRUE,2.5,poo
0,30569,A,1207,Small,2019-10-01 13:43:06,6,6.073926861,3,5.515882953,TRUE,3,poo
0,17098,A,1207,Small,2019-10-01 18:28:10,45,18.31138317,4,4.147399068,TRUE,15,object cleaning
0,42918,A,1207,Small,2019-10-02 6:24:13,100,17.33475609,4,7.465690184,TRUE,33.33333333,poo
0,24080,A,1207,Small,2019-10-02 13:07:13,0,3.424034141,1,0,FALSE,0,pee & hand washing
0,598,A,1207,Small,2019-10-02 13:17:11,11,2.218219502,6,1.145285526,TRUE,2.2,poo
0,10927,A,1207,Small,2019-10-02 16:19:29,0,3.830305215,1,0,FALSE,0,pee & hand washing
0,14653,A,1207,Small,2019-10-02 20:23:42,1,2.572732264,2,2.438867712,TRUE,1,pee & hand washing
0,26663,A,1207,Small,2019-10-03 4:13:29,0,2.766509133,1,0,FALSE,0,pee & hand washing
0,8618,A,1207,Small,2019-10-03 6:37:07,0,3.008667689,1,0,FALSE,0,pee & hand washing
0,30088,A,1208,Small,2019-10-03 22:17:42,0,2.104630042,1,0,FALSE,0,pee & hand washing
0,5373,A,1208,Small,2019-10-03 23:52:16,70,11.96263508,4,3.988670567,TRUE,23.33333333,poo
0,37153,A,1208,Small,2019-10-04 10:12:39,0,5.18294566,1,0,FALSE,0,pee & hand washing
0,10535,A,1208,Small,2019-10-04 13:08:14,23,10.53685705,4,6.33420006,TRUE,7.666666667,poo
0,6405,A,1208,Small,2019-10-04 14:55:22,5,2.604095609,2,2.298398407,TRUE,5,pee & hand washing
0,20904,A,1208,Small,2019-10-04 20:43:51,2,3.200190988,2,1.679625455,TRUE,2,pee & hand washing
0,1172,A,1208,Small,2019-10-04 21:03:25,0,2.728388809,1,0,FALSE,0,pee & hand washing
0,12924,A,1208,Small,2019-10-05 0:38:49,2,8.110880696,2,8.110880696,TRUE,2,poo
0,29924,A,1208,Small,2019-10-05 8:57:35,1,8.576288215,2,7.402356241,TRUE,1,pee & hand washing
0,7764,A,1208,Small,2019-10-05 11:07:00,31,8.291792961,2,1.342246348,TRUE,31,poo
0,6664,A,1208,Small,2019-10-05 12:58:35,0,7.872457767,1,0,FALSE,0,pee & hand washing
0,5333,A,1208,Small,2019-10-05 14:27:28,3,6.207172543,2,0.02017637122,TRUE,3,poo
0,2452,A,1208,Small,2019-10-05 15:08:23,13,8.058872679,2,1.700910776,TRUE,13,poo
0,4962,A,1208,Small,2019-10-05 16:31:18,261,23.32078973,6,6.148335993,TRUE,52.2,object cleaning
0,3264,A,1208,Small,2019-10-05 17:30:03,3,3.248022659,2,3.248022659,TRUE,3,pee & hand washing
0,3756,A,1208,Small,2019-10-05 18:32:42,22,10.47063469,3,6.167337048,TRUE,11,object cleaning
0,7241,A,1208,Small,2019-10-05 20:33:45,0,7.236810612,1,0,FALSE,0,pee & hand washing
0,517,A,1208,Small,2019-10-05 20:42:22,0,3.443441901,1,0,FALSE,0,pee & hand washing
0,1837,A,1208,Small,2019-10-05 21:12:59,50,8.823866874,2,0.7910977538,TRUE,50,poo
0,2464,A,1208,Small,2019-10-05 21:54:53,378,13.56451729,5,6.116371199,TRUE,94.5,object cleaning
0,15591,A,1208,Small,2019-10-06 2:21:02,0,2.054564709,1,0,FALSE,0,pee & hand washing
0,23974,A,1208,Small,2019-10-06 9:00:36,266,17.24045535,4,3.690744515,TRUE,88.66666667,object cleaning
0,10244,A,1208,Small,2019-10-06 11:55:46,0,6.151205117,1,0,FALSE,0,pee & hand washing
0,530,A,1208,Small,2019-10-06 12:04:36,5,9.065067464,2,2.397588529,TRUE,5,poo
0,719,A,1208,Small,2019-10-06 12:16:40,282,21.89334921,2,12.87175249,TRUE,282,object cleaning
0,469,A,1208,Small,2019-10-06 12:29:11,17,13.11727149,4,2.843311829,TRUE,5.666666667,poo
0,644,A,1208,Small,2019-10-06 12:40:12,5,10.44781069,2,4.678913632,TRUE,5,pee & hand washing
0,10208,A,1208,Small,2019-10-06 15:30:25,35,10.90690776,3,7.364858518,TRUE,17.5,object cleaning
0,1703,A,1208,Small,2019-10-06 15:59:23,0,5.249831063,1,0,FALSE,0,pee & hand washing
0,15949,A,1208,Small,2019-10-06 20:25:12,213,10.04739484,3,5.738692027,TRUE,106.5,object cleaning
0,999,A,1208,Small,2019-10-06 20:45:24,0,2.641674006,1,0,FALSE,0,pee & hand washing
0,14268,A,1208,Small,2019-10-07 0:43:12,58,10.20563119,4,4.650993278,TRUE,19.33333333,poo
0,10543,A,1208,Small,2019-10-07 3:39:53,5,1.18059459,2,1.067323276,TRUE,5,pee & hand washing
0,8984,A,1209,Small,2019-10-17 19:51:42,4,1.778256228,2,1.452549402,TRUE,4,pee & hand washing
0,5662,A,1209,Small,2019-10-18 13:31:40,411,17.17622047,6,0.9714927718,TRUE,82.2,object cleaning
0,24645,A,1209,Small,2019-10-18 20:29:16,0,6.858319069,1,0,FALSE,0,pee & hand washing
0,1493,A,1209,Small,2019-10-18 20:54:09,0,7.695580611,1,0,FALSE,0,pee & hand washing
0,1174,A,1209,Small,2019-10-18 21:13:43,0,5.62763488,1,0,FALSE,0,pee & hand washing
0,9281,A,1209,Small,2019-10-18 23:48:24,4,2.870857417,3,1.814923948,TRUE,2,pee & hand washing
0,21636,A,1209,Small,2019-10-19 5:49:04,115,22.56827604,6,7.768357531,TRUE,23,object cleaning
0,3261,A,1209,Small,2019-10-19 6:45:20,0,5.30989872,1,0,FALSE,0,pee & hand washing
0,610,A,1209,Small,2019-10-19 6:55:30,12,7.084870201,2,1.158966443,TRUE,12,poo
0,933,A,1209,Small,2019-10-19 7:11:15,25,18.06814305,4,6.756437147,TRUE,8.333333333,object cleaning
0,806,A,1209,Small,2019-10-19 7:25:06,126,16.83349053,4,4.798335916,TRUE,42,object cleaning
0,3354,A,1209,Small,2019-10-19 8:23:06,0,2.8477132,1,0,FALSE,0,pee & hand washing
0,469,A,1209,Small,2019-10-19 8:30:55,149,14.06029701,5,2.203069388,TRUE,37.25,object cleaning
0,8158,A,1209,Small,2019-10-19 10:49:22,3,7.0253088,2,7.0253088,TRUE,3,poo
0,32892,A,1209,Small,2019-10-19 19:57:37,0,5.570791619,1,0,FALSE,0,pee & hand washing
0,5202,A,1209,Small,2019-10-19 21:24:19,3,6.436075138,2,6.436075138,TRUE,3,poo
0,39646,A,1209,Small,2019-10-20 8:25:08,0,4.689092036,1,0,FALSE,0,pee & hand washing
0,5874,A,1209,Small,2019-10-20 10:03:02,0,3.127431489,1,0,FALSE,0,pee & hand washing
0,20964,A,1209,Small,2019-10-20 15:52:26,0,6.163694126,1,0,FALSE,0,pee & hand washing
0,10615,A,1209,Small,2019-10-20 18:49:21,0,7.478569307,1,0,FALSE,0,pee & hand washing
0,2074,A,1209,Small,2019-10-20 19:23:55,0,2.305510659,1,0,FALSE,0,pee & hand washing
0,1840,A,1209,Small,2019-10-20 19:54:35,0,3.148741904,1,0,FALSE,0,pee & hand washing
0,1655,A,1209,Small,2019-10-20 20:22:10,188,13.06814587,2,1.00268294,TRUE,188,poo
0,1086,A,1209,Small,2019-10-20 20:43:24,0,6.594177094,1,0,FALSE,0,pee & hand washing
0,34910,A,1209,Small,2019-10-21 6:25:14,0,2.588355451,1,0,FALSE,0,pee & hand washing
0,22406,A,1209,Small,2019-10-21 12:38:40,5,5.962064392,2,5.36837834,TRUE,5,poo
