HH_ID,Roll_ID,Roll_Type,Timestamp,Time_since_last_pull,Sheets
A,1200,Small,2019-11-01 11:19:47,17.0,1.9402014511766452
A,1200,Small,2019-11-01 11:20:18,31.000000000000004,4.535185090257675
A,1200,Small,2019-11-01 11:39:37,1159.0,7.177533343466947
A,1200,Small,2019-11-01 11:39:53,16.0,5.071893902708943
A,1200,Small,2019-11-01 11:40:04,11.0,5.600448710327496
A,1200,Small,2019-11-01 12:15:11,2107.0,4.462375401285216
A,1200,Small,2019-11-01 12:15:24,13.0,2.948871100795381
A,1200,Small,2019-11-01 12:15:35,11.0,1.852917968104227
A,1200,Small,2019-11-01 12:15:49,14.0,3.822692308241755
A,1200,Small,2019-11-01 12:16:06,17.0,0.7719720536769068
A,1200,Small,2019-11-01 15:02:06,9960.0,2.4644961250051556
A,1200,Small,2019-11-01 15:13:02,656.0,3.341777329995679
A,1200,Small,2019-11-01 18:03:49,10247.0,4.727103477644174
A,1200,Small,2019-11-01 18:05:00,71.0,0.160502365150647
A,1200,Small,2019-11-01 22:14:45,14985.000000000002,1.6752074918298472
A,1200,Small,2019-11-01 22:48:05,2000.0000000000002,3.2952634565400944
A,1200,Small,2019-11-02 07:41:22,31997.000000000004,1.849991809271013
A,1200,Small,2019-11-02 09:15:18,5636.0,3.6279489708755377
A,1200,Small,2019-11-02 09:20:41,323.0,0.29799366229674074
A,1200,Small,2019-11-02 09:20:43,2.0,0.5198839703994241
A,1200,Small,2019-11-02 09:20:45,2.0,3.365564268400369
A,1200,Small,2019-11-02 13:11:10,13825.0,3.838325656360708
A,1200,Small,2019-11-02 13:36:18,1508.0,2.0111530732847966
A,1200,Small,2019-11-03 09:22:02,71144.0,2.984455794771186
A,1200,Small,2019-11-03 11:35:51,8029.000000000001,2.5778431387086775
A,1202,Small,2019-10-07 15:44:44,10433.0,0.9482315834575973
A,1202,Small,2019-10-07 15:48:08,204.0,2.8356904194142842
A,1202,Small,2019-10-07 15:48:34,26.0,1.0991209086664642
A,1202,Small,2019-10-07 20:15:32,16018.000000000002,10.724889240976289
A,1202,Small,2019-10-07 20:15:33,1.0,0.4617973667371511
A,1202,Small,2019-10-07 20:27:04,691.0,8.702865681253668
A,1202,Small,2019-10-08 00:50:22,15798.000000000002,3.021538308743905
A,1202,Small,2019-10-08 05:17:45,16043.000000000002,0.15063920490450833
A,1202,Small,2019-10-08 05:17:48,3.0,7.033020013284894
A,1202,Small,2019-10-08 05:17:51,3.0,1.780907586283483
A,1202,Small,2019-10-08 08:21:12,11001.0,1.6272252510088518
A,1202,Small,2019-10-08 08:21:57,45.0,3.972713057359287
A,1202,Small,2019-10-08 11:43:39,12102.0,1.6098002031358263
A,1202,Small,2019-10-08 11:44:05,26.0,2.9139865778531293
A,1202,Small,2019-10-08 11:46:25,140.0,4.483725845567824
A,1202,Small,2019-10-08 14:13:34,8829.0,6.295214890645146
A,1202,Small,2019-10-08 14:13:48,14.0,4.949925412571868
A,1202,Small,2019-10-08 14:14:00,12.0,4.341574139235311
A,1202,Small,2019-10-08 14:21:21,441.0,5.129436920856749
A,1202,Small,2019-10-08 14:21:48,27.0,1.6513452686056342
A,1202,Small,2019-10-08 14:21:50,2.0,0.27464059739071567
A,1202,Small,2019-10-08 14:22:04,14.0,0.13725776861922256
A,1202,Small,2019-10-08 14:22:08,4.0,1.7773059368095305
A,1202,Small,2019-10-08 14:22:10,2.0,1.2263155866148145
A,1202,Small,2019-10-08 17:06:34,9864.0,3.7936103276332416
A,1202,Small,2019-10-08 17:06:55,21.0,4.429083062219386
A,1202,Small,2019-10-08 21:04:33,14258.0,5.703113348479116
A,1202,Small,2019-10-08 21:04:47,14.0,2.3644637659296133
A,1202,Small,2019-10-08 21:08:40,233.00000000000003,3.9107585066883095
A,1202,Small,2019-10-08 21:16:58,498.00000000000006,3.6161916583806626
A,1202,Small,2019-10-09 02:21:24,18266.0,2.818365751300691
A,1202,Small,2019-10-09 11:40:06,33522.0,8.084160339318592
A,1202,Small,2019-10-09 12:08:50,1724.0,2.9875389536705224
A,1202,Small,2019-10-09 13:09:51,3661.0000000000005,4.313786105054398
A,1202,Small,2019-10-09 14:24:22,4471.0,3.535594641869751
A,1202,Small,2019-10-09 15:46:40,4938.0,6.847098082776872
A,1202,Small,2019-10-09 16:35:46,2946.0,2.8424691771200203
A,1202,Small,2019-10-09 19:25:10,10164.0,3.98572823089738
A,1202,Small,2019-10-09 20:42:34,4644.0,4.282654630319231
A,1202,Small,2019-10-09 21:15:28,1974.0000000000002,3.65789538210481
A,1202,Small,2019-10-09 21:15:34,6.0,3.2780957884926125
A,1202,Small,2019-10-10 00:16:55,10881.0,3.6876014198331433
A,1202,Small,2019-10-10 00:17:25,30.000000000000004,2.32301908021917
A,1202,Small,2019-10-10 00:17:39,14.0,2.5231655136168314
A,1202,Small,2019-10-10 00:17:47,8.0,0.32748276327580406
A,1202,Small,2019-10-10 00:17:56,9.0,2.714432676208393
A,1202,Small,2019-10-10 01:19:10,3674.0000000000005,2.2599887635110294
A,1202,Small,2019-10-10 01:19:12,2.0,0.5353829261097469
A,1202,Small,2019-10-10 01:19:40,28.0,1.8125065326193952
A,1202,Small,2019-10-10 06:31:34,18714.0,6.715502033655864
A,1202,Small,2019-10-10 06:36:55,321.0,-0.10361658767780754
A,1202,Small,2019-10-10 06:36:57,2.0,8.5584734680791
A,1202,Small,2019-10-10 06:36:59,2.0,1.3978151565437387
A,1202,Small,2019-10-10 06:37:01,2.0,-0.8976575066366034
A,1202,Small,2019-10-10 11:06:36,16175.000000000002,8.43959145321782
A,1202,Small,2019-10-10 11:16:01,565.0,1.2489267937700146
A,1202,Small,2019-10-10 11:20:55,294.0,3.4217988210782595
A,1202,Small,2019-10-10 11:28:54,479.00000000000006,2.344463059287165
A,1202,Small,2019-10-10 17:24:37,21343.0,7.865982221799727
A,1202,Small,2019-10-10 17:24:49,12.0,5.82758345620726
A,1202,Small,2019-10-10 19:00:39,5750.0,5.814252209801725
A,1202,Small,2019-10-10 20:01:00,3621.0,6.91618354940556
A,1202,Small,2019-10-10 20:35:04,2044.0000000000002,7.620598440502429
A,1202,Small,2019-10-11 05:26:10,31866.000000000004,4.813253745278597
A,1202,Small,2019-10-11 05:26:11,1.0,1.3960647289600372
A,1202,Small,2019-10-11 05:26:22,11.0,3.459868126320471
A,1202,Small,2019-10-11 06:19:26,3184.0,7.898558627148704
A,1202,Small,2019-10-11 07:00:03,2437.0,-0.06630697560517945
A,1202,Small,2019-10-11 18:08:13,40090.0,6.1753782267542325
A,1202,Small,2019-10-11 18:08:15,2.0,-0.18716527250881185
A,1203,Small,2019-10-12 06:17:41,34871.0,6.57634160962546
A,1203,Small,2019-10-12 06:17:45,4.0,4.188817000358683
A,1203,Small,2019-10-12 10:45:21,16056.000000000002,6.149794614030876
A,1203,Small,2019-10-12 12:23:06,5865.0,3.961599295591161
A,1203,Small,2019-10-12 13:07:44,2678.0,5.889561029082812
A,1203,Small,2019-10-12 15:35:04,8840.0,-0.4507920733437743
A,1203,Small,2019-10-12 15:35:06,2.0,5.9797128070405865
A,1203,Small,2019-10-12 20:20:46,17140.0,5.324714096933935
A,1203,Small,2019-10-12 20:30:39,593.0,4.979289453398638
A,1203,Small,2019-10-12 21:47:28,4609.0,0.2913986577853449
A,1203,Small,2019-10-12 21:47:33,5.0,7.480985893007724
A,1203,Small,2019-10-12 21:52:15,282.0,3.5565043676796373
A,1203,Small,2019-10-12 21:52:23,8.0,4.5143073043616635
A,1203,Small,2019-10-12 21:55:15,172.0,3.7757433176463375
A,1203,Small,2019-10-13 06:28:14,30779.000000000004,6.7746542420046385
A,1203,Small,2019-10-13 07:44:16,4562.0,4.234314215366211
A,1203,Small,2019-10-13 08:20:40,2184.0,-0.13596548037983855
A,1203,Small,2019-10-13 08:20:42,2.0,5.674657912272782
A,1203,Small,2019-10-13 08:20:52,10.0,4.274191812140097
A,1203,Small,2019-10-13 09:49:46,5334.0,4.099916238470002
A,1203,Small,2019-10-13 10:14:00,1454.0,2.623847024752011
A,1203,Small,2019-10-13 11:53:37,5977.0,0.7839025434684918
A,1203,Small,2019-10-13 11:53:39,2.0,4.413767445156139
A,1203,Small,2019-10-13 12:35:10,2491.0,5.258390944098226
A,1203,Small,2019-10-13 14:33:50,7120.0,6.19249923351962
A,1203,Small,2019-10-13 16:46:50,7980.000000000001,7.4463365567805155
A,1203,Small,2019-10-13 22:19:56,19986.0,5.849017273924719
A,1203,Small,2019-10-13 22:21:35,99.0,3.606862336845436
A,1203,Small,2019-10-13 23:05:59,2664.0,2.6211875780007916
A,1203,Small,2019-10-14 00:45:36,5977.0,-0.3562465982815185
A,1203,Small,2019-10-14 00:45:39,3.0,6.238455002418549
A,1203,Small,2019-10-14 00:45:43,4.0,2.323702659475156
A,1203,Small,2019-10-14 08:44:31,28728.0,2.077075536176942
A,1203,Small,2019-10-14 10:27:21,6170.0,-0.11503874824524472
A,1203,Small,2019-10-14 10:27:23,2.0,5.926738321482122
A,1203,Small,2019-10-14 10:29:33,130.0,5.259875488694108
A,1203,Small,2019-10-14 10:32:33,180.0,3.7476137011110016
A,1203,Small,2019-10-14 10:48:18,945.0000000000001,2.724854355558236
A,1203,Small,2019-10-14 14:00:08,11510.0,-0.32560686099281777
A,1203,Small,2019-10-14 14:00:10,2.0,6.970816585950704
A,1203,Small,2019-10-14 19:37:27,20237.0,6.0714167403455
A,1203,Small,2019-10-14 19:37:30,3.0,3.697931637133059
A,1203,Small,2019-10-14 20:08:06,1836.0000000000002,1.3220869828062305
A,1203,Small,2019-10-14 20:54:40,2794.0,6.010646009539271
A,1203,Small,2019-10-14 23:16:54,8534.0,6.053341711318762
A,1203,Small,2019-10-15 06:21:40,25486.0,3.630907898716792
A,1203,Small,2019-10-15 06:23:50,130.0,4.59310494705028
A,1203,Small,2019-10-15 06:56:46,1976.0000000000002,0.09269466771911042
A,1203,Small,2019-10-15 06:56:47,1.0,3.58257640147314
A,1203,Small,2019-10-16 05:10:29,80022.0,2.08307883802959
A,1203,Small,2019-10-16 05:18:28,479.00000000000006,3.5702205413453236
A,1203,Small,2019-10-16 06:21:39,3791.0000000000005,2.98224556965487
A,1203,Small,2019-10-16 08:07:52,6373.0,0.6947014713956904
A,1203,Small,2019-10-16 08:07:55,3.0,2.8374425051863055
A,1203,Small,2019-10-16 11:39:54,12719.0,5.373523227128823
A,1203,Small,2019-10-16 11:40:26,32.0,2.0526560374901934
A,1203,Small,2019-10-16 11:40:28,2.0,1.4617795873592723
A,1203,Small,2019-10-16 17:57:28,22620.0,4.618301145231297
A,1203,Small,2019-10-16 17:57:45,17.0,5.613364333200218
A,1203,Small,2019-10-16 18:01:10,205.0,3.6432730911010593
A,1203,Small,2019-10-16 18:01:27,17.0,3.2576956355478144
A,1203,Small,2019-10-16 18:01:43,16.0,2.5453772744696925
A,1203,Small,2019-10-16 20:32:58,9075.0,4.526207512427442
A,1203,Small,2019-10-16 20:33:00,2.0,0.3354951161788203
A,1203,Small,2019-10-17 05:25:29,31949.000000000004,4.395086194428227
A,1203,Small,2019-10-17 10:35:47,18618.0,2.7221378739532205
A,1203,Small,2019-10-17 10:35:55,8.0,3.309321212560153
A,1203,Small,2019-10-17 14:18:43,13368.0,2.897706150409725
A,1203,Small,2019-10-17 14:18:44,1.0,-0.46625826004601106
A,1203,Small,2019-10-17 15:26:27,4063.0000000000005,0.11681468531589848
A,1203,Small,2019-10-17 15:26:30,3.0,0.23312913002300553
A,1204,Small,2019-10-23 19:54:50,7880.000000000001,3.277228041495329
A,1204,Small,2019-10-23 19:58:22,212.0,2.639529319109569
A,1204,Small,2019-10-23 20:07:32,550.0,7.69349627514837
A,1204,Small,2019-10-23 20:07:33,1.0,3.0482178078796602
A,1204,Small,2019-10-23 20:26:46,1153.0,1.9723997742396528
A,1204,Small,2019-10-24 04:33:08,29182.0,7.371107794557696
A,1204,Small,2019-10-24 04:33:47,39.0,9.330067854017088
A,1204,Small,2019-10-24 10:58:54,23107.0,-0.14680402690371905
A,1204,Small,2019-10-24 10:58:58,4.0,0.44028702055893215
A,1204,Small,2019-10-24 10:59:03,5.0,-0.1467206534689024
A,1204,Small,2019-10-24 10:59:08,5.0,4.3834858819994285
A,1204,Small,2019-10-24 10:59:25,17.0,5.786286438306568
A,1204,Small,2019-10-24 10:59:32,7.0,-1.1519213878341443
A,1204,Small,2019-10-24 10:59:35,3.0,5.305271494848062
A,1204,Small,2019-10-24 11:36:27,2212.0,3.1274310741011693
A,1204,Small,2019-10-24 13:14:05,5858.0,2.684726223933057
A,1204,Small,2019-10-24 13:14:07,2.0,0.4225284789467315
A,1204,Small,2019-10-24 17:57:02,16975.0,-0.4225284789467315
A,1204,Small,2019-10-24 20:21:03,8641.0,7.825335185052724
A,1204,Small,2019-10-24 20:31:56,653.0,5.5094866347733955
A,1204,Small,2019-10-24 20:33:41,105.0,6.253453302973049
A,1204,Small,2019-10-24 20:41:08,447.0,7.493842408291386
A,1204,Small,2019-10-24 20:41:10,2.0,1.853034110547084
A,1204,Small,2019-10-24 20:47:41,391.0,7.460142948854973
A,1204,Small,2019-10-25 02:11:21,19420.0,0.12967078605255183
A,1204,Small,2019-10-25 02:11:24,3.0,0.12741970331291347
A,1204,Small,2019-10-25 02:11:25,1.0,1.0178569046771333
A,1204,Small,2019-10-25 05:23:29,11524.0,0.1260857283561668
A,1204,Small,2019-10-25 05:24:56,87.0,4.137442787291911
A,1204,Small,2019-10-25 06:15:28,3032.0,5.691599725861661
A,1204,Small,2019-10-25 06:15:30,2.0,1.4702581682219222
A,1204,Small,2019-10-25 13:08:23,24773.0,5.821003799832172
A,1204,Small,2019-10-25 13:08:43,20.0,5.961413167196266
A,1204,Small,2019-10-25 13:08:44,1.0,1.1797766182194007
A,1204,Small,2019-10-25 13:09:07,23.0,1.0582347420597364
A,1204,Small,2019-10-25 15:59:44,10237.0,3.5030624105205193
A,1204,Small,2019-10-25 20:20:54,15670.000000000002,4.84125705802055
A,1204,Small,2019-10-25 20:47:09,1575.0,3.413019100937449
A,1204,Small,2019-10-25 21:02:46,937.0000000000001,3.5992004840062677
A,1204,Small,2019-10-26 08:38:01,41715.0,6.633445567488841
A,1204,Small,2019-10-26 13:10:49,16368.000000000002,2.9360894557841823
A,1204,Small,2019-10-26 13:28:22,1053.0,7.0491710228843205
A,1204,Small,2019-10-27 07:31:12,64970.00000000001,0.10540911652595442
A,1204,Small,2019-10-27 07:31:14,2.0,5.836378524484447
A,1204,Small,2019-10-27 12:17:57,17203.0,3.8859472357673868
A,1204,Small,2019-10-27 14:17:25,7168.0,4.324658664227534
A,1204,Small,2019-10-27 14:17:26,1.0,0.09965634952483893
A,1204,Small,2019-10-27 15:14:31,3425.0,3.6579791700866524
A,1204,Small,2019-10-27 15:22:42,491.00000000000006,3.020855558582153
A,1204,Small,2019-10-27 15:22:43,1.0,0.6765843411044163
A,1204,Small,2019-10-27 15:36:57,854.0,8.702410029191608
A,1204,Small,2019-10-27 15:37:56,59.00000000000001,7.637530507287751
A,1204,Small,2019-10-27 15:37:59,3.0,0.7918566178765324
A,1204,Small,2019-10-27 17:47:10,7751.000000000001,5.788798217248115
A,1204,Small,2019-10-27 18:47:21,3611.0,5.6838561577758355
A,1204,Small,2019-10-27 20:08:33,4872.0,5.57041000795406
A,1204,Small,2019-10-27 20:49:49,2476.0,5.524688182129041
A,1204,Small,2019-10-27 20:50:02,13.0,3.169202823123757
A,1204,Small,2019-10-27 21:11:21,1279.0,1.9985134947504615
A,1204,Small,2019-10-27 21:11:23,2.0,3.1200792782495186
A,1204,Small,2019-10-27 21:13:27,124.00000000000001,5.120377213232901
A,1204,Small,2019-10-28 15:25:40,65533.00000000001,1.9050352825630494
A,1204,Small,2019-10-28 15:25:47,7.0,0.0
A,1204,Small,2019-10-28 15:27:06,79.0,0.5948868781635375
A,1207,Small,2019-09-28 16:08:03,6266.0,4.479940442899783
A,1207,Small,2019-09-28 16:08:04,1.0,0.9557351925895426
A,1207,Small,2019-09-28 16:08:06,2.0,0.15914329525397947
A,1207,Small,2019-09-28 16:08:16,10.0,1.1128358386909254
A,1207,Small,2019-09-28 16:10:20,124.00000000000001,3.6420786953387028
A,1207,Small,2019-09-28 16:13:28,188.0,3.306116936653223
A,1207,Small,2019-09-28 16:58:20,2692.0,2.5066069690998987
A,1207,Small,2019-09-28 19:58:34,10814.0,6.992617080962405
A,1207,Small,2019-09-28 20:09:25,651.0,7.365746799790732
A,1207,Small,2019-09-28 20:09:27,2.0,-0.4575453215624612
A,1207,Small,2019-09-28 21:15:48,3981.0000000000005,4.558570095077621
A,1207,Small,2019-09-28 21:15:54,6.0,3.7701487943524445
A,1207,Small,2019-09-28 21:37:35,1301.0,-0.15030571116528746
A,1207,Small,2019-09-28 21:38:44,69.0,2.5495276962439073
A,1207,Small,2019-09-28 21:45:07,383.0,3.875974778052505
A,1207,Small,2019-09-28 21:52:34,447.0,4.437261747444885
A,1207,Small,2019-09-28 21:52:37,3.0,0.5888002028761183
A,1207,Small,2019-09-28 21:53:54,77.0,2.055548183674244
A,1207,Small,2019-09-28 21:54:01,7.0,3.359234317782602
A,1207,Small,2019-09-28 21:54:05,4.0,4.05973833151203
A,1207,Small,2019-09-28 21:54:06,1.0,-0.144427884011947
A,1207,Small,2019-09-28 22:03:32,566.0,5.887360136222948
A,1207,Small,2019-09-28 22:03:35,3.0,0.2853957704797339
A,1207,Small,2019-09-28 22:10:28,413.0,1.2822174746477297
A,1207,Small,2019-09-28 22:10:43,15.000000000000002,2.554305076967292
A,1207,Small,2019-09-28 22:12:21,98.0,3.6657069754889045
A,1207,Small,2019-09-29 02:35:01,15760.000000000002,1.6823601863510327
A,1207,Small,2019-09-29 02:35:03,2.0,3.485636948100331
A,1207,Small,2019-09-29 02:53:57,1134.0,3.0458084814328448
A,1207,Small,2019-09-29 02:53:59,2.0,0.2758911989126913
A,1207,Small,2019-09-29 04:03:56,4197.0,4.118358359338166
A,1207,Small,2019-09-29 04:05:00,64.0,3.9454167606248634
A,1207,Small,2019-09-29 04:05:07,7.0,4.178745821072699
A,1207,Small,2019-09-29 08:09:30,14663.000000000002,5.332734952999145
A,1207,Small,2019-09-29 09:13:24,3834.0000000000005,-0.13250548283567845
A,1207,Small,2019-09-29 09:13:26,2.0,7.356109494003219
A,1207,Small,2019-09-29 09:13:29,3.0,0.12992090635688766
A,1207,Small,2019-09-29 09:32:01,1112.0,0.908279116411237
A,1207,Small,2019-09-29 09:32:03,2.0,0.2591331385179708
A,1207,Small,2019-09-29 11:21:13,6550.0,6.678933450239998
A,1207,Small,2019-09-29 14:30:48,11375.0,1.144526247076948
A,1207,Small,2019-09-29 14:30:58,10.0,1.2677355919324202
A,1207,Small,2019-09-29 14:32:00,62.00000000000001,2.1455834046420437
A,1207,Small,2019-09-29 15:12:38,2438.0,2.2586628771695083
A,1207,Small,2019-09-29 15:13:01,23.0,2.742245805329101
A,1207,Small,2019-09-29 16:29:23,4582.0,2.7220694341077425
A,1207,Small,2019-09-29 19:26:14,10611.0,6.589148764123628
A,1207,Small,2019-09-29 21:04:19,5885.0,5.398100140428789
A,1207,Small,2019-09-29 21:06:26,127.00000000000001,2.7264299476571585
A,1207,Small,2019-09-29 21:46:32,2406.0,3.289367793967984
A,1207,Small,2019-09-29 21:49:31,179.0,4.181164065228883
A,1207,Small,2019-09-29 22:14:05,1474.0,6.622681891237412
A,1207,Small,2019-09-30 09:15:55,39710.0,7.145041969741048
A,1207,Small,2019-09-30 09:15:57,2.0,1.6499198315988002
A,1207,Small,2019-09-30 09:16:14,17.0,2.6203623468150816
A,1207,Small,2019-09-30 09:17:15,61.00000000000001,2.5963507975929114
A,1207,Small,2019-09-30 10:29:26,4331.0,0.43039067675776155
A,1207,Small,2019-09-30 14:00:12,12646.0,1.7148928322472214
A,1207,Small,2019-09-30 14:02:06,114.0,2.7639399047015005
A,1207,Small,2019-09-30 14:02:23,17.0,3.1541445858861104
A,1207,Small,2019-09-30 15:13:09,4246.0,3.6324167091584427
A,1207,Small,2019-09-30 18:02:50,10181.0,1.6435251720591066
A,1207,Small,2019-09-30 20:53:56,10266.0,3.7597781339764493
A,1207,Small,2019-09-30 22:39:09,6313.0,3.1061465823816334
A,1207,Small,2019-10-01 03:04:30,15921.000000000002,2.96780495911
A,1207,Small,2019-10-01 05:13:32,7742.000000000001,4.284914630768214
A,1207,Small,2019-10-01 05:13:34,2.0,0.09644647228508309
A,1207,Small,2019-10-01 05:13:37,3.0,3.728896779545618
A,1207,Small,2019-10-01 13:43:06,30569.000000000004,0.18951632046075428
A,1207,Small,2019-10-01 13:43:10,4.0,5.700146746569731
A,1207,Small,2019-10-01 13:43:12,2.0,0.18426379406841306
A,1207,Small,2019-10-01 18:28:10,17098.0,2.1981592729922315
A,1207,Small,2019-10-01 18:28:40,30.000000000000004,5.567441333309331
A,1207,Small,2019-10-01 18:28:46,6.0,4.200224227336884
A,1207,Small,2019-10-01 18:28:55,9.0,6.345558340768597
A,1207,Small,2019-10-02 06:24:13,42918.0,8.01708931285204
A,1207,Small,2019-10-02 06:24:39,26.0,0.5513991287534942
A,1207,Small,2019-10-02 06:24:41,2.0,5.552976871465788
A,1207,Small,2019-10-02 06:25:53,72.0,3.21329077835497
A,1207,Small,2019-10-02 13:07:13,24080.0,3.424034141134405
A,1207,Small,2019-10-02 13:17:11,598.0,-0.07189299573669591
A,1207,Small,2019-10-02 13:17:14,3.0,-0.5044181982441788
A,1207,Small,2019-10-02 13:17:15,1.0,0.5044181982441788
A,1207,Small,2019-10-02 13:17:18,3.0,1.145285525699426
A,1207,Small,2019-10-02 13:17:19,1.0,0.4977066367428546
A,1207,Small,2019-10-02 13:17:22,3.0,0.07080914108433069
A,1207,Small,2019-10-02 16:19:29,10927.0,3.8303052148424324
A,1207,Small,2019-10-02 20:23:42,14653.000000000002,2.5057999878799384
A,1207,Small,2019-10-02 20:23:43,1.0,0.0669322763661787
A,1207,Small,2019-10-02 20:49:06,1523.0,0.2673122382906545
A,1207,Small,2019-10-03 04:13:29,26663.0,2.7665091330438982
A,1207,Small,2019-10-03 06:37:07,8618.0,3.0086676889650814
A,1208,Small,2019-10-03 22:17:42,30088.000000000004,2.1046300418310864
A,1208,Small,2019-10-03 22:22:43,301.0,0.48468337458961636
A,1208,Small,2019-10-03 23:52:16,5373.0,3.703441543350875
A,1208,Small,2019-10-03 23:53:12,56.0,4.619991221584814
A,1208,Small,2019-10-03 23:53:19,7.0,3.0078816572144196
A,1208,Small,2019-10-03 23:53:26,7.0,0.6313206546237021
A,1208,Small,2019-10-04 10:12:39,37153.0,5.182945659673116
A,1208,Small,2019-10-04 13:08:14,10535.0,0.1563502851883068
A,1208,Small,2019-10-04 13:08:17,3.0,3.429159534639267
A,1208,Small,2019-10-04 13:08:36,19.0,6.490550345217216
A,1208,Small,2019-10-04 13:08:37,1.0,0.46079688551962533
A,1208,Small,2019-10-04 14:55:22,6405.0,2.4512470083931546
A,1208,Small,2019-10-04 14:55:27,5.0,0.15284860092664712
A,1208,Small,2019-10-04 20:43:51,20904.0,2.439908221260511
A,1208,Small,2019-10-04 20:43:53,2.0,0.7602827664804951
A,1208,Small,2019-10-04 21:03:25,1172.0,2.728388808827913
A,1208,Small,2019-10-05 00:38:49,12924.0,-0.45379351699653414
A,1208,Small,2019-10-05 00:38:51,2.0,8.110880696077544
A,1208,Small,2019-10-05 08:57:35,29924.000000000004,7.989322228140449
A,1208,Small,2019-10-05 08:57:36,1.0,0.5869659873105632
A,1208,Small,2019-10-05 11:07:00,7764.000000000001,4.817019654339765
A,1208,Small,2019-10-05 11:07:31,31.000000000000004,3.474773306636655
A,1208,Small,2019-10-05 12:58:35,6664.0,7.8724577674917855
A,1208,Small,2019-10-05 14:27:28,5333.0,3.1136744573593
A,1208,Small,2019-10-05 14:27:31,3.0,3.093498086137919
A,1208,Small,2019-10-05 15:08:23,2452.0,4.8798917273406826
